# t Fx Fy Fz
0.757 2.16551550925891e-08 2.16607374333061e-08 1.11133684732269e-05
0.758 2.16550723044756e-08 2.166065468521e-08 1.11133679940087e-05
0.759 2.16549932709751e-08 2.16605756027285e-08 1.11133675202006e-05
0.76 2.16549141817192e-08 2.16604965485792e-08 1.11133670525147e-05
0.761 2.16548363275258e-08 2.16604186940048e-08 1.11133665908315e-05
0.762 2.16547584248876e-08 2.1660340815312e-08 1.11133661325091e-05
0.763 2.16546825436068e-08 2.16602648865386e-08 1.11133656805688e-05
0.764 2.16546070719008e-08 2.16601894688222e-08 1.11133652349329e-05
0.765 2.16545329778245e-08 2.16601153184077e-08 1.11133647944748e-05
0.766 2.16544587557276e-08 2.16600411319875e-08 1.11133643595031e-05
0.767 2.16543857213862e-08 2.16599680973959e-08 1.11133639301001e-05
0.768 2.16543137105999e-08 2.16598960863693e-08 1.11133635062083e-05
0.769 2.16542427074336e-08 2.16598250829721e-08 1.11133630877554e-05
0.77 2.16541726962514e-08 2.16597550715682e-08 1.11133626746704e-05
0.771 2.16541036617092e-08 2.16596860368131e-08 1.1113362266883e-05
0.772 2.16540347942085e-08 2.16596171831181e-08 1.1113361860073e-05
0.773 2.16539661236131e-08 2.16595485121042e-08 1.11133614594345e-05
0.774 2.16539018300713e-08 2.16594841829883e-08 1.1113361064329e-05
0.775 2.16538344312899e-08 2.16594168090912e-08 1.11133606764199e-05
0.776 2.16537693250643e-08 2.16593517027559e-08 1.11133602930336e-05
0.777 2.16537051283453e-08 2.16592875059336e-08 1.11133599145674e-05
0.778 2.16536418270199e-08 2.16592242045112e-08 1.11133595409572e-05
0.779 2.16535774726323e-08 2.16591598429006e-08 1.11133591688203e-05
0.78 2.1653514617961e-08 2.16590970258628e-08 1.11133588018976e-05
0.781 2.16534543917117e-08 2.16590367641486e-08 1.11133584401347e-05
0.782 2.16533926375956e-08 2.16589750533605e-08 1.11133580834301e-05
0.783 2.1653332935308e-08 2.1658915317534e-08 1.11133577309195e-05
0.784 2.16532739446864e-08 2.16588563269667e-08 1.11133573829604e-05
0.785 2.16532147276957e-08 2.16587971049473e-08 1.11133570389533e-05
0.786 2.16531578842536e-08 2.16587402614981e-08 1.11133566985937e-05
0.787 2.16530989666297e-08 2.16586813980049e-08 1.11133563621601e-05
0.788 2.16530427475114e-08 2.16586251329042e-08 1.11133560283616e-05
0.789 2.16529857968575e-08 2.16585682158761e-08 1.11133557001891e-05
0.79 2.16529325051164e-08 2.16585148786362e-08 1.11133553760121e-05
0.791 2.16528765047865e-08 2.16584589400071e-08 1.1113355055717e-05
0.792 2.16528228859779e-08 2.16584052743468e-08 1.11133547377987e-05
0.793 2.16527685314236e-08 2.16583509534011e-08 1.11133544251667e-05
0.794 2.16527177700942e-08 2.16583001470592e-08 1.11133541161267e-05
0.795 2.16526643931241e-08 2.16582468288942e-08 1.11133538107258e-05
0.796 2.16526132255941e-08 2.16581956173654e-08 1.11133535075957e-05
0.797 2.16525614460259e-08 2.16581438684116e-08 1.11133532096374e-05
0.798 2.16525130760886e-08 2.16580954563658e-08 1.11133529153761e-05
0.799 2.1652462161362e-08 2.16580445983196e-08 1.11133526246216e-05
0.8 2.16524133655487e-08 2.16579957602146e-08 1.11133523361611e-05
0.801 2.16523639977631e-08 2.16579464218039e-08 1.11133520526605e-05
0.802 2.16523179800912e-08 2.16579003628281e-08 1.11133517726774e-05
0.803 2.1652269372928e-08 2.16578518125345e-08 1.11133514960614e-05
0.804 2.16522228534178e-08 2.16578052506777e-08 1.11133512216347e-05
0.805 2.16521757523064e-08 2.16577581787113e-08 1.11133509520263e-05
0.806 2.16521319878864e-08 2.16577143728991e-08 1.11133506858159e-05
0.807 2.1652085588002e-08 2.1657668030081e-08 1.11133504227835e-05
0.808 2.16520412322352e-08 2.16576236320461e-08 1.11133501617179e-05
0.809 2.1651996298868e-08 2.16575787273275e-08 1.1113349905251e-05
0.81 2.16519546813169e-08 2.16575370685007e-08 1.1113349651905e-05
0.811 2.16519103816376e-08 2.16574928261763e-08 1.11133494015458e-05
0.812 2.16518681026622e-08 2.16574505047663e-08 1.11133491529093e-05
0.813 2.16518252200718e-08 2.16574076509257e-08 1.11133489086922e-05
0.814 2.16517856724847e-08 2.16573680614887e-08 1.11133486673558e-05
0.815 2.16517433614421e-08 2.16573258088768e-08 1.11133484288483e-05
0.816 2.16517030822247e-08 2.16572854863066e-08 1.11133481918179e-05
0.817 2.16516621310931e-08 2.16572445648137e-08 1.1113347959038e-05
0.818 2.16516245466827e-08 2.16572069375365e-08 1.11133477289156e-05
0.819 2.16515841558039e-08 2.16571666054801e-08 1.11133475014976e-05
0.82 2.16515457635972e-08 2.16571281698024e-08 1.11133472753851e-05
0.821 2.16515066851666e-08 2.16570891207222e-08 1.11133470533605e-05
0.822 2.16514709085742e-08 2.16570533018174e-08 1.11133468338676e-05
0.823 2.16514323910691e-08 2.16570148414483e-08 1.11133466169706e-05
0.824 2.16513957660362e-08 2.16569781746273e-08 1.11133464013413e-05
0.825 2.16513585250794e-08 2.16569409610211e-08 1.11133461896402e-05
0.826 2.16513244345447e-08 2.16569068303839e-08 1.11133459804245e-05
0.827 2.16512877088327e-08 2.16568701593907e-08 1.11133457737023e-05
0.828 2.16512527679428e-08 2.16568351788087e-08 1.1113345568275e-05
0.829 2.16512172843023e-08 2.16567997205474e-08 1.11133453666357e-05
0.83 2.16511848316583e-08 2.16567672296439e-08 1.11133451674404e-05
0.831 2.16511497833134e-08 2.16567322349267e-08 1.11133449706438e-05
0.832 2.1651116469341e-08 2.16566988821379e-08 1.11133447751273e-05
0.833 2.16510826263738e-08 2.16566650638546e-08 1.11133445832793e-05
0.834 2.16510517754846e-08 2.16566341751471e-08 1.1113344393796e-05
0.835 2.1651018310648e-08 2.16566007639485e-08 1.11133442066149e-05
0.836 2.16509865515342e-08 2.16565689661281e-08 1.11133440206301e-05
0.837 2.16509542594053e-08 2.16565366983628e-08 1.11133438381853e-05
0.838 2.16509249370381e-08 2.16565073383096e-08 1.11133436579785e-05
0.839 2.16508929878426e-08 2.16564754426416e-08 1.11133434799536e-05
0.84 2.16508627061597e-08 2.16564451225242e-08 1.111334330299e-05
0.841 2.16508318987565e-08 2.16564143389547e-08 1.11133431294184e-05
0.842 2.16508040334219e-08 2.16563864362204e-08 1.11133429579134e-05
0.843 2.16507735242512e-08 2.16563559805862e-08 1.11133427884615e-05
0.844 2.16507446614269e-08 2.16563270793722e-08 1.11133426199045e-05
0.845 2.16507152570295e-08 2.16562976987582e-08 1.11133424545995e-05
0.846 2.16506887957208e-08 2.16562711998292e-08 1.11133422911787e-05
0.847 2.16506596530147e-08 2.16562421111233e-08 1.1113342129706e-05
0.848 2.16506321510509e-08 2.16562145704215e-08 1.11133419689713e-05
0.849 2.16506040729363e-08 2.1656186516379e-08 1.11133418113671e-05
0.85 2.16505789392913e-08 2.16561613447616e-08 1.11133416555054e-05
0.851 2.16505511165904e-08 2.1656133575959e-08 1.11133415015117e-05
0.852 2.16505248985846e-08 2.1656107319463e-08 1.11133413481636e-05
0.853 2.16504981068026e-08 2.16560805512595e-08 1.11133411978313e-05
0.854 2.16504742010626e-08 2.16560566081932e-08 1.11133410491644e-05
0.855 2.16504476588778e-08 2.16560301186529e-08 1.11133409022957e-05
0.856 2.16504226491834e-08 2.1656005071675e-08 1.1113340756059e-05
0.857 2.16503971118405e-08 2.16559795565571e-08 1.11133406127295e-05
0.858 2.16503743610343e-08 2.16559567698719e-08 1.11133404710335e-05
0.859 2.1650349037434e-08 2.16559314974762e-08 1.11133403310726e-05
0.86 2.16503251824614e-08 2.16559076064658e-08 1.11133401917614e-05
0.861 2.16503008390596e-08 2.16558832841378e-08 1.11133400552642e-05
0.862 2.16502792108337e-08 2.16558616210831e-08 1.11133399203709e-05
0.863 2.16502577496867e-08 2.16558401600795e-08 1.11133397872233e-05
0.864 2.16502322238164e-08 2.16558146496645e-08 1.11133396548968e-05
0.865 2.16502090371444e-08 2.16557914804608e-08 1.11133395247412e-05
0.866 2.16501879321286e-08 2.16557703242676e-08 1.1113339396334e-05
0.867 2.16501657117866e-08 2.16557481737002e-08 1.11133392695466e-05
0.868 2.16501438444666e-08 2.16557262741979e-08 1.11133391439644e-05
0.869 2.16501221789841e-08 2.16557046086939e-08 1.11133390200201e-05
0.87 2.1650100817095e-08 2.1655683246785e-08 1.11133388976663e-05
0.871 2.16500797540824e-08 2.16556621837542e-08 1.11133387768823e-05
0.872 2.16500589853175e-08 2.16556414149728e-08 1.11133386576474e-05
0.873 2.16500385062575e-08 2.16556209358978e-08 1.11133385399416e-05
0.874 2.16500183124434e-08 2.16556007420704e-08 1.11133384237448e-05
0.875 2.16499983994984e-08 2.16555808291135e-08 1.11133383090373e-05
0.876 2.16499795530237e-08 2.16555619568491e-08 1.11133381957611e-05
0.877 2.16499592626181e-08 2.1655541730286e-08 1.11133380831964e-05
0.878 2.16499401939827e-08 2.16555226219306e-08 1.11133379710863e-05
0.879 2.16499202396414e-08 2.16555026938277e-08 1.11133378617352e-05
0.88 2.16499031819674e-08 2.16554855964961e-08 1.11133377540996e-05
0.881 2.16498862039806e-08 2.16554686186499e-08 1.11133376478464e-05
0.882 2.16498651861468e-08 2.16554476181804e-08 1.11133375416161e-05
0.883 2.16498467540099e-08 2.16554291863129e-08 1.11133374360665e-05
0.884 2.16498294956205e-08 2.16554119024056e-08 1.11133373337343e-05
0.885 2.16498114458758e-08 2.16553939055622e-08 1.11133372319509e-05
0.886 2.16497940093134e-08 2.16553764155792e-08 1.11133371306532e-05
0.887 2.1649776327652e-08 2.16553587901577e-08 1.11133370309786e-05
0.888 2.16497596706556e-08 2.1655342070599e-08 1.11133369325497e-05
0.889 2.16497426841852e-08 2.1655325147451e-08 1.11133368353538e-05
0.89 2.16497261899022e-08 2.16553085939135e-08 1.11133367391149e-05
0.891 2.16497093921992e-08 2.16552918564639e-08 1.11133366440643e-05
0.892 2.16496932856844e-08 2.16552756900541e-08 1.11133365501046e-05
0.893 2.16496769957333e-08 2.16552594585019e-08 1.11133364574172e-05
0.894 2.16496613145614e-08 2.16552437202136e-08 1.11133363658215e-05
0.895 2.16496453836394e-08 2.16552278463827e-08 1.11133362754523e-05
0.896 2.16496300388357e-08 2.16552124459843e-08 1.11133361861403e-05
0.897 2.16496144851473e-08 2.16551969473072e-08 1.11133360980206e-05
0.898 2.16495995184573e-08 2.16551819266723e-08 1.1113336010919e-05
0.899 2.16495843429429e-08 2.1655166804642e-08 1.11133359249591e-05
0.9 2.16495697270157e-08 2.16551521364832e-08 1.11133358399784e-05
0.901 2.16495549073847e-08 2.16551373687132e-08 1.11133357561112e-05
0.902 2.16495406358128e-08 2.1655123046426e-08 1.11133356732097e-05
0.903 2.16495261717927e-08 2.16551086326728e-08 1.11133355914037e-05
0.904 2.16495122387991e-08 2.16550946505473e-08 1.1113335510544e-05
0.905 2.1649498119092e-08 2.16550805795633e-08 1.1113335430749e-05
0.906 2.16494845147854e-08 2.16550669276446e-08 1.11133353518688e-05
0.907 2.16494707308675e-08 2.16550531909493e-08 1.11133352740151e-05
0.908 2.16494574492978e-08 2.16550398632064e-08 1.11133351970405e-05
0.909 2.16494439929318e-08 2.16550264526745e-08 1.11133351210537e-05
0.91 2.16494310269239e-08 2.1655013441812e-08 1.11133350459112e-05
0.911 2.1649417889194e-08 2.16550003486649e-08 1.11133349717213e-05
0.912 2.16494052319033e-08 2.16549876476812e-08 1.11133348983439e-05
0.913 2.16493924050188e-08 2.16549748642806e-08 1.1113334825888e-05
0.914 2.16493800493502e-08 2.1654962465941e-08 1.11133347542179e-05
0.915 2.16493675260816e-08 2.16549499851808e-08 1.11133346834445e-05
0.916 2.1649355464403e-08 2.1654937881766e-08 1.11133346134373e-05
0.917 2.16493432381569e-08 2.16549256971056e-08 1.11133345443084e-05
0.918 2.16493314627955e-08 2.16549138809218e-08 1.11133344759321e-05
0.919 2.16493195273387e-08 2.16549019861171e-08 1.11133344084187e-05
0.92 2.16493080307409e-08 2.16548904496524e-08 1.11133343416468e-05
0.921 2.16492963798538e-08 2.16548788384199e-08 1.11133342757226e-05
0.922 2.16492851548771e-08 2.16548675746016e-08 1.1113334210529e-05
0.923 2.16492737821803e-08 2.16548562404924e-08 1.11133341461684e-05
0.924 2.16492628222222e-08 2.16548452427896e-08 1.11133340825288e-05
0.925 2.16492517211128e-08 2.16548341791402e-08 1.1113334019709e-05
0.926 2.16492410200621e-08 2.16548234414735e-08 1.11133339576019e-05
0.927 2.16492301838396e-08 2.16548126415703e-08 1.11133338963031e-05
0.928 2.16492197358972e-08 2.1654802158139e-08 1.1113333835709e-05
0.929 2.1649209157945e-08 2.16547916153869e-08 1.11133337759116e-05
0.93 2.16491989574267e-08 2.16547813804685e-08 1.11133337168093e-05
0.931 2.16491886314067e-08 2.16547710885787e-08 1.11133336584898e-05
0.932 2.16491786753445e-08 2.16547610991177e-08 1.11133336008587e-05
0.933 2.16491701319046e-08 2.16547525560801e-08 1.11133335435089e-05
0.934 2.16491573255675e-08 2.165473979832e-08 1.11133334882852e-05
0.935 2.16491505676991e-08 2.16547329768503e-08 1.11133334318127e-05
0.936 2.16491380374494e-08 2.16547205093974e-08 1.11133333779665e-05
0.937 2.16491314207395e-08 2.16547138311243e-08 1.11133333229108e-05
0.938 2.16491192163857e-08 2.16547016875525e-08 1.11133332703879e-05
0.939 2.16491127298938e-08 2.16546951415039e-08 1.11133332166836e-05
0.94 2.1649100835906e-08 2.16546833063733e-08 1.11133331654341e-05
0.941 2.16490944820138e-08 2.16546768947894e-08 1.11133331130407e-05
0.942 2.16490828927735e-08 2.16546653625506e-08 1.11133330630215e-05
0.943 2.16490766705056e-08 2.16546590843977e-08 1.11133330118874e-05
0.944 2.16490653750715e-08 2.16546478442039e-08 1.11133329630492e-05
0.945 2.16490592828434e-08 2.16546416978037e-08 1.11133329131284e-05
0.946 2.16490482718901e-08 2.1654630740423e-08 1.11133328654337e-05
0.947 2.16490423099627e-08 2.16546247259355e-08 1.11133328166876e-05
0.948 2.16490315742041e-08 2.16546140421758e-08 1.11133327701005e-05
0.949 2.1649025741653e-08 2.16546081585927e-08 1.11133327224912e-05
0.95 2.16490152724443e-08 2.16545977398949e-08 1.11133326769791e-05
0.951 2.16490095676186e-08 2.16545919854818e-08 1.11133326304754e-05
0.952 2.16489993580093e-08 2.16545818249527e-08 1.11133325860127e-05
0.953 2.16489937779379e-08 2.16545761967024e-08 1.11133325405916e-05
0.954 2.16489838223101e-08 2.16545662887545e-08 1.11133324971595e-05
0.955 2.16489783629208e-08 2.16545607825797e-08 1.11133324528043e-05
0.956 2.16489686566877e-08 2.16545511226269e-08 1.11133324103885e-05
0.957 2.16489633135557e-08 2.1654545734102e-08 1.11133323670861e-05
0.958 2.16489538523485e-08 2.16545363177806e-08 1.1113332325674e-05
0.959 2.16489486213548e-08 2.1654531042787e-08 1.11133322834124e-05
0.96 2.16489394003702e-08 2.16545218652963e-08 1.11133322429927e-05
0.961 2.16489342782754e-08 2.1654516700573e-08 1.111333220176e-05
0.962 2.16489252919731e-08 2.1654507756396e-08 1.11133321623211e-05
0.963 2.16489202764496e-08 2.16545026995868e-08 1.11133321221037e-05
0.964 2.16489115186581e-08 2.16544939826099e-08 1.11133320836323e-05
0.965 2.16489066079987e-08 2.16544890319546e-08 1.11133320444142e-05
0.966 2.16488980724092e-08 2.16544805359023e-08 1.11133320068937e-05
0.967 2.1648893265004e-08 2.16544756897419e-08 1.11133319686547e-05
0.968 2.16488849455957e-08 2.16544674086464e-08 1.11133319320644e-05
0.969 2.16488802395314e-08 2.16544626650302e-08 1.11133318947804e-05
0.97 2.16488721308612e-08 2.16544545934861e-08 1.11133318590953e-05
0.971 2.16488675238707e-08 2.16544499501136e-08 1.11133318227384e-05
0.972 2.16488596209234e-08 2.16544420831355e-08 1.11133317879301e-05
0.973 2.1648855110669e-08 2.16544375376353e-08 1.11133317524695e-05
0.974 2.16488474084288e-08 2.16544298702364e-08 1.1113331718507e-05
0.975 2.16488429929682e-08 2.16544254206372e-08 1.11133316839102e-05
0.976 2.16488354859967e-08 2.16544179474226e-08 1.1113331650762e-05
0.977 2.16488311641417e-08 2.16544135924901e-08 1.11133316169965e-05
0.978 2.16488244894521e-08 2.16544069669043e-08 1.11133315844143e-05
0.979 2.164881899397e-08 2.16544014069599e-08 1.1113331551901e-05
0.98 2.16488131042368e-08 2.16543955808081e-08 1.11133315198537e-05
0.981 2.16488077395458e-08 2.16543901536654e-08 1.11133314880954e-05
0.982 2.16488019933192e-08 2.16543844690294e-08 1.1113331456791e-05
0.983 2.16487967551383e-08 2.16543791703521e-08 1.11133314257675e-05
0.984 2.164879114561e-08 2.16543736205325e-08 1.11133313951861e-05
0.985 2.16487860303637e-08 2.16543684466261e-08 1.11133313648788e-05
0.986 2.16487805560152e-08 2.16543630301668e-08 1.11133313350018e-05
0.987 2.1648775561361e-08 2.1654357978643e-08 1.11133313053934e-05
0.988 2.16487702188547e-08 2.16543526922603e-08 1.1113331276206e-05
0.989 2.16487653412671e-08 2.16543477595471e-08 1.11133312472849e-05
0.99 2.16487601274234e-08 2.16543426000953e-08 1.11133312187789e-05
0.991 2.16487553642648e-08 2.16543377835206e-08 1.11133311905386e-05
0.992 2.164875027621e-08 2.16543327481613e-08 1.1113331162708e-05
0.993 2.16487456247891e-08 2.16543280450004e-08 1.11133311351424e-05
0.994 2.16487406593666e-08 2.16543231306166e-08 1.11133311079809e-05
0.995 2.16487361171023e-08 2.16543185382464e-08 1.11133310810834e-05
0.996 2.16487312712983e-08 2.16543137418678e-08 1.11133310545845e-05
0.997 2.16487268357569e-08 2.16543092578023e-08 1.11133310283482e-05
0.998 2.16487221066137e-08 2.16543045765259e-08 1.11133310025042e-05
0.999 2.16487177753535e-08 2.16543001982712e-08 1.11133309769203e-05
1 2.16487131600193e-08 2.16542956293012e-08 1.11133309517211e-05
1.001 2.16487089306077e-08 2.16542913543698e-08 1.11133309267774e-05
1.002 2.16487044263746e-08 2.16542868950485e-08 1.11133309022091e-05
